,id,ad,education,ofjobs,yearsexp,honors,volunteer,military,empholes,occupspecific,occupbroad,workinschool,email,computerskills,specialskills,firstname,sex,race,h,l,call,city,kind,adid,fracblack,fracwhite,lmedhhinc,fracdropout,fraccolp,linc,col,expminreq,schoolreq,eoe,parent_sales,parent_emp,branch_sales,branch_emp,fed,fracblack_empzip,fracwhite_empzip,lmedhhinc_empzip,fracdropout_empzip,fraccolp_empzip,linc_empzip,manager,supervisor,secretary,offsupport,salesrep,retailsales,req,expreq,comreq,educreq,compreq,orgreq,manuf,transcom,bankreal,trade,busservice,othservice,missind,ownership,black,female,adm,boston,college,zyearsexp,zofjobs,sumq,zsumq,sumq_med,half,qall,qallxb,qblack,qblackxb,qwhite,qwhitexb,qall_med,qallxb_med,qblack_med,qblackxb_med,qwhite_med,qwhitexb_med
4062,b,6,2,2,6,0,1,1,1,265,4,0,1,0,0,Jamal,m,b,1.0,0.0,0.0,c,s,1182.0,0.8321389,0.1387261,9.692643,0.21779244,0.1583671,9.240676,0.0,,,0.0,,,,,0.0,0.062557876,0.9164523,10.763864,0.0658504,0.30512398,9.953087,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Private,1,0,0,0,0,-0.3653236256463829,-1.3627762865341502,3.6346763743536172,0.25101209312571576,1,1,0.04382086534381033,0.04382086534381033,0.011970387325027114,0.009088511399106143,0.08769085459475684,0.05562505923713929,0,0,0,0,1,0
4580,373,8,4,4,8,0,0,0,0,13,1,0,0,1,0,Latoya,f,b,0.0,1.0,0.0,b,s,208.0,0.3424815,0.42279226,10.099547,0.19431803,0.27380133,9.654257,1.0,,,0.0,,,,,,0.0031500955,0.98322904,10.873944,0.054705177,0.3091974,9.955795,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1,1,0,1,0,0.031139005417212574,0.2777429361629978,1.0311390054172125,-1.24397511147849,0,1,0.036761279718605815,0.036761279718605815,0.03741390687946225,0.05047242809883828,0.036619623951813174,0.049960644358304815,0,0,0,0,0,0
2402,b,249,2,5,19,0,1,0,0,22,1,0,1,0,0,Kristen,f,w,1.0,0.0,0.0,b,a,886.0,0.58686215,0.33786622,10.29106,0.18047258,0.1324186,9.40063,0.0,,,0.0,8.7,60.0,8.7,60.0,0.0,0.014355401,0.9687805,10.664411,0.09783972,0.2579791,9.808792,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Private,0,1,1,1,0,2.2116834762669875,1.0980025475115718,4.2116834762669875,0.5823375600148811,1,1,0.08673444105403849,0.08673444105403849,0.07163473040037813,0.05485983549612691,0.09796563996294078,0.08617146401365822,1,1,1,1,1,1
221,b,10,4,2,10,0,0,0,1,17,1,0,0,1,0,Jill,f,w,0.0,1.0,0.0,c,a,448.0,0.39759466,0.1801956,9.876219,0.31287277,0.030846862,8.728264,1.0,some,,0.0,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0,1,1,0,0,0.42760163648080807,-1.3627762865341502,2.427601636480808,-0.4421069339532093,0,1,0.048705014047408145,0.048705014047408145,0.049111029090391195,0.04585225951785869,0.050363766726238594,0.023116008788075727,0,0,0,0,0,0
3289,b,4,4,3,6,0,0,0,1,313,5,0,0,1,0,Keisha,f,b,0.0,1.0,0.0,c,a,1032.0,0.00090441294,0.9188523,10.758413,0.12714799,0.28841415,10.074201,1.0,,somcol,0.0,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1,1,1,0,0,-0.3653236256463829,-0.5425166751855762,1.6346763743536172,-0.8974155979390274,0,1,0.04213815646588198,0.04213815646588198,0.04052598714210642,0.017357319332287117,0.04526720801887216,0.026196141562545096,0,0,0,0,0,0
4143,a,63b,4,4,6,0,0,0,0,285,4,1,0,1,0,Ebony,f,b,0.0,1.0,1.0,b,s,354.0,0.72772217,0.09640764,9.819562,0.23958375,0.08863283,9.081825,1.0,1,,1.0,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Private,1,1,0,1,0,-0.3653236256463829,0.2777429361629978,1.6346763743536172,-0.8974155979390274,0,1,0.03822182636968442,0.03822182636968442,0.03409452673530628,0.057731652971805617,0.04066042320108677,0.06751272085793264,0,0,0,1,0,0
2550,a,26b,4,3,7,0,0,0,1,274,4,0,0,0,0,Emily,f,w,0.0,1.0,0.0,b,s,317.0,0.009224333,0.96591455,10.144078,0.17773129,0.1453947,9.593764,1.0,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,1,0,1,0,-0.16709231011458517,-0.5425166751855762,0.8329076898854149,-1.3578022774749445,0,1,0.055322655867895816,0.055322655867895816,0.040206920268498196,0.05270253185756543,0.07046341573920768,0.09409279175541563,0,0,0,0,0,1
1411,b,171,3,5,4,0,0,0,1,443,4,0,0,1,1,Kristen,f,w,0.0,1.0,0.0,b,a,685.0,0.18953584,0.66560185,10.342871,0.17312811,0.13605343,9.4743185,0.0,,,0.0,,,,,0.0,0.0353795,0.9165407,10.965574,0.046567887,0.47142425,10.218262,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Private,0,1,1,1,0,-0.7617862567099783,1.0980025475115718,2.2382137432900215,-0.550856084399565,0,1,0.10382416087751722,0.10382416087751722,0.09639998124870913,0.09048958722830425,0.11433755950702146,0.13472411697134007,1,1,1,1,1,1
919,b,14,3,3,8,0,0,0,1,21,1,0,1,1,0,Emily,f,w,0.0,1.0,0.0,c,a,591.0,0.9920427,0.004814288,8.841738,0.29509342,0.05318167,8.507345,0.0,some,,0.0,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,1,1,0,0,0.031139005417212574,-0.5425166751855762,3.0311390054172125,-0.09554742041374692,0,1,0.07322731811090483,0.07322731811090483,0.05651250829173626,0.057667355987806965,0.09274070165214582,0.06023918961939296,1,1,1,1,1,0
2955,307,3,4,6,8,0,1,0,0,21,1,1,1,1,0,Ebony,f,b,1.0,0.0,0.0,b,s,149.0,0.18953584,0.66560185,10.342871,0.17312811,0.13605343,9.4743185,1.0,,somcol,1.0,35.1,400.0,,,0.0,0.0010749799,0.99092984,10.582282,0.14975813,0.2260817,9.87663,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Public,1,1,0,1,0,0.031139005417212574,1.9182621588601458,4.031139005417213,0.4786664251186249,1,1,0.05347264859971466,0.05347264859971466,0.046047846242226624,0.030910270718820826,0.05847544039457525,0.06838304345208703,0,0,0,0,0,0
4374,b,74,3,6,16,0,1,0,0,21,1,1,1,1,1,Sarah,f,w,1.0,0.0,0.0,b,a,1242.0,0.14484343,0.71607727,9.967776,0.06885808,0.263203,9.643809,0.0,,,0.0,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,1,1,1,0,1.6169895296715942,1.9182621588601458,6.616989529671594,1.963497598622632,1,1,0.16512633183191444,0.16512633183191444,0.15517887274211417,0.10618604764723494,0.1708598255461305,0.2070768634267126,1,1,1,1,1,1
709,232,12,4,3,7,0,0,0,1,274,4,0,0,0,0,Kareem,m,b,0.0,1.0,0.0,b,s,80.0,0.011153428,0.97551686,10.752698,0.029651795,0.6708379,10.8619175,1.0,some,,1.0,25.0,150.0,,,0.0,0.0020741923,0.9936179,10.611991,0.08113283,0.26086956,9.790207,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Private,1,0,0,1,0,-0.16709231011458517,-0.5425166751855762,0.8329076898854149,-1.3578022774749445,0,1,0.055322655867895816,0.055322655867895816,0.040206920268498196,0.06458350017046934,0.07046341573920768,0.0885808983296455,0,0,0,1,0,1
2250,b,23,4,4,5,0,0,0,1,27,1,0,0,1,1,Jamal,m,b,0.0,1.0,0.0,c,a,864.0,0.10295274,0.7295252,10.292552,0.23027867,0.087097056,9.384545,1.0,,,0.0,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1,0,1,0,0,-0.5635549411781806,0.2777429361629978,2.4364450588218194,-0.43702891840311037,0,1,0.10696249870833485,0.10696249870833485,0.1003480789321034,0.08570809555272002,0.11683335749200763,0.06187056889039698,1,1,1,1,1,0
4584,261,8,4,4,6,0,0,0,0,285,4,1,0,1,0,Rasheed,m,b,0.0,1.0,0.0,b,s,106.0,0.009224333,0.96591455,10.144078,0.17773129,0.1453947,9.593764,1.0,some,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1,0,0,1,0,-0.3653236256463829,0.2777429361629978,1.6346763743536172,-0.8974155979390274,0,1,0.03822182636968442,0.03822182636968442,0.03409452673530628,0.0607252385739833,0.04066042320108677,0.06282422233168741,0,0,0,1,0,0
626,b,12,4,3,5,0,1,0,0,313,5,1,1,1,0,Kristen,f,w,1.0,0.0,0.0,c,a,531.0,,,,,,,1.0,,,0.0,,,,,0.0,0.125,0.875,11.814311,0.0,0.89285713,11.36244,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Private,0,1,1,0,0,-0.5635549411781806,-0.5425166751855762,3.4364450588218194,0.13718492712926117,0,1,0.04808451854896844,0.04808451854896844,0.03982204701367049,0.020006991992498283,0.05412183103128493,0.03208846144191589,0,0,0,0,0,0
3862,a,52b,4,2,10,0,1,0,1,7,1,0,1,1,0,Brendan,m,w,1.0,0.0,0.0,b,s,344.0,0.022391992,0.221549,9.614338,0.3561644,0.18756586,9.520982,1.0,2,colp,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,0,0,1,0,0.42760163648080807,-1.3627762865341502,4.427601636480809,0.7063207571115341,1,1,0.06271919950237963,0.06271919950237963,0.05940779065056196,0.053995643334772546,0.06790344071658794,0.06802743508216677,0,0,1,0,0,0
1118,b,15,4,4,6,0,1,0,0,313,5,1,1,1,0,Aisha,f,b,1.0,0.0,0.0,c,a,632.0,0.003418689,0.9049973,10.310918,0.21380211,0.14222752,9.557964,1.0,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,1,1,0,0,-0.3653236256463829,0.2777429361629978,3.6346763743536172,0.25101209312571576,1,1,0.04983008420898629,0.04983008420898629,0.04181648459473813,0.03530246168457837,0.05554359200040988,0.040742785776083555,0,0,0,0,0,0
87,b,1,4,2,3,0,0,0,0,389,6,1,0,1,0,Ebony,f,b,0.0,1.0,0.0,c,a,411.0,0.045274884,0.89817643,10.795178,0.030812073,0.59001076,11.07866,1.0,some,,1.0,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1,1,1,0,0,-0.9600175722417761,-1.3627762865341502,1.039982427758224,-1.238897095928391,0,1,0.034125605120228754,0.034125605120228754,0.02924114309145035,0.01955140921058031,0.037414620568569354,0.038262856184414884,0,0,0,0,0,0
3542,219,44,4,3,7,0,0,0,1,274,4,0,0,0,0,Aisha,f,b,0.0,1.0,0.0,b,s,70.0,0.011417697,0.9559943,10.511049,0.16841103,0.40699333,10.386931,1.0,2,somcol,1.0,500.0,,500.0,,0.0,0.0010918734,0.9794104,10.607574,0.12696928,0.16393699,9.691531,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Private,1,1,0,1,0,-0.16709231011458517,-0.5425166751855762,0.8329076898854149,-1.3578022774749445,0,1,0.055322655867895816,0.055322655867895816,0.040206920268498196,0.030714787340458245,0.07046341573920768,0.0818645051667492,0,0,0,0,0,1
2251,b,23,4,6,10,0,0,0,0,25,1,1,1,1,1,Jermaine,m,b,1.0,0.0,0.0,c,a,864.0,0.51218235,0.2988992,9.66288,0.25743797,0.035784647,8.733272,1.0,,,0.0,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1,0,1,0,0,0.42760163648080807,1.9182621588601458,4.427601636480809,0.7063207571115341,1,1,0.16795269273944274,0.16795269273944274,0.1291267230934689,0.11780554540652216,0.20200032385312067,0.14541634852535246,1,1,1,1,1,1
3588,47,47,4,6,8,0,1,0,0,21,1,1,1,1,0,Kareem,m,b,1.0,0.0,0.0,b,s,262.0,0.05473522,0.8104726,9.841985,0.015655577,0.2242187,9.321345,1.0,,,0.0,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Private,1,0,0,1,0,0.031139005417212574,1.9182621588601458,4.031139005417213,0.4786664251186249,1,1,0.05347264859971466,0.05347264859971466,0.046047846242226624,0.03982618236230187,0.05847544039457525,0.0797590962462455,0,0,0,0,0,1
4579,78,8,4,7,5,0,1,0,0,285,4,1,0,1,1,Lakisha,f,b,1.0,0.0,0.0,b,s,275.0,0.8991331,0.03651203,9.999252,0.22465636,0.086144954,9.220489,1.0,2,,1.0,9.5,65.0,9.5,65.0,0.0,0.009450125,0.9693009,10.666441,0.09253938,0.21677259,9.809012,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Private,1,1,0,1,0,-0.5635549411781806,2.73852177020872,3.4364450588218194,0.13718492712926117,0,1,0.0803453381972487,0.0803453381972487,0.0839051490038884,0.12285146136278047,0.07570018779375648,0.10507773211196175,1,1,1,1,0,1
1728,b,2,0,2,4,0,1,0,1,13,1,0,1,1,1,Lakisha,f,b,1.0,0.0,0.0,c,s,750.0,0.9885199,0.008148465,10.112573,0.19383714,0.14505339,9.372459,0.0,some,,1.0,5322.9,48000.0,,,0.0,0.018994376,0.9125147,10.782783,0.09765267,0.1665032,9.696525,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Public,1,1,0,0,0,-0.7617862567099783,-1.3627762865341502,4.2382137432900215,0.5975716066651782,1,1,0.12821754131504798,0.12821754131504798,0.11341401884129254,0.1594808217993331,0.14593433147138907,0.11583504657437876,1,1,1,1,1,1
4759,b,9,4,4,12,0,0,0,1,329,6,0,0,1,0,Latonya,f,b,0.0,1.0,0.0,c,a,1327.0,0.98949564,0.0048631253,9.4743185,0.25740963,0.04815378,8.6976795,1.0,2,,0.0,,,,,0.0,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Private,1,1,1,0,0,0.8240642675444035,0.2777429361629978,2.8240642675444034,-0.21445260196030042,0,1,0.052282442840291606,0.052282442840291606,0.05391813964154225,0.05923404492380447,0.053078252083035585,0.03482850091565387,0,0,1,1,0,0
3795,b,5,3,3,3,0,0,0,1,13,1,0,1,1,1,Kareem,m,b,1.0,0.0,0.0,c,s,1135.0,0.94876665,0.033041097,10.295766,0.18481998,0.100121,9.191259,0.0,some,,0.0,,,,,0.0,0.13131177,0.7679688,10.329017,0.13292544,0.26988503,9.7635355,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1,0,0,0,0,-0.9600175722417761,-0.5425166751855762,3.0399824277582237,-0.09046940486364798,0,1,0.14975791262774746,0.14975791262774746,0.11299032180114749,0.17398732958036528,0.19114219288871231,0.16960861198059757,1,1,1,1,1,1
3664,b,5,4,1,12,0,0,0,0,19,1,1,0,1,0,Kenya,f,b,0.0,1.0,0.0,c,a,1092.0,0.94876665,0.033041097,10.295766,0.18481998,0.100121,9.191259,1.0,2,,0.0,,,,,,0.11662389,0.72833925,10.287047,0.13984276,0.36563608,9.933725,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1,1,1,0,0,0.8240642675444035,-2.1830358978827245,2.8240642675444034,-0.21445260196030042,0,1,0.04761582508618362,0.04761582508618362,0.045788621879213516,0.06647461611377624,0.047836778648454786,0.032024378208505414,0,0,0,1,0,0
4262,b,7,2,3,5,0,0,0,1,365,6,0,0,1,0,Rasheed,m,b,0.0,1.0,0.0,c,s,1218.0,0.052359965,0.78635854,10.435556,0.13011211,0.28431484,9.743378,0.0,,,0.0,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1,0,0,0,0,-0.5635549411781806,-0.5425166751855762,1.4364450588218194,-1.011242763935482,0,1,0.0406136654117864,0.0406136654117864,0.03858192344292225,0.036965494890110404,0.044060153544966826,0.04149806713897803,0,0,0,0,0,0
64,b,1,4,3,6,0,1,0,0,268,4,1,1,0,0,Ebony,f,b,1.0,0.0,0.0,c,s,403.0,0.8321389,0.1387261,9.692643,0.21779244,0.1583671,9.240676,1.0,,,0.0,,,,,0.0,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1,1,0,0,0,-0.3653236256463829,-0.5425166751855762,2.6346763743536172,-0.32320175240665583,0,1,0.06268465626626052,0.06268465626626052,0.03950749449466387,0.02730805615453335,0.08288861980128975,0.07527138368610851,0,0,0,0,1,0
4330,b,7,4,5,21,0,0,0,1,264,4,1,1,1,0,Jermaine,m,b,1.0,0.0,0.0,c,s,1240.0,0.10974837,0.5074464,9.869258,0.29933825,0.09411432,9.028338,1.0,,,0.0,,,,,1.0,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1,0,0,0,0,2.6081461073305827,1.0980025475115718,6.608146107330583,1.9584195830725333,1,1,0.11977775222653325,0.11977775222653325,0.0993210710411897,0.11894973940901221,0.13926688772817553,0.1461924450614458,1,1,1,1,1,1
998,379,14,4,4,6,0,0,0,0,285,4,1,0,1,0,Anne,f,w,0.0,1.0,0.0,b,s,213.0,0.05473522,0.8104726,9.841985,0.015655577,0.2242187,9.321345,1.0,,,0.0,,,,,0.0,0.030258676,0.93990487,10.336406,0.1887297,0.120246574,9.563038,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Private,0,1,0,1,0,-0.3653236256463829,0.2777429361629978,1.6346763743536172,-0.8974155979390274,0,1,0.03822182636968442,0.03822182636968442,0.03409452673530628,0.029470236303190202,0.04066042320108677,0.07217879019820302,0,0,0,0,0,0
3210,340,36,4,4,2,0,1,1,0,267,4,1,1,1,0,Carrie,f,w,1.0,0.0,0.0,b,s,176.0,0.72772217,0.09640764,9.819562,0.23958375,0.08863283,9.081825,1.0,,,0.0,,,,,0.0,0.048947096,0.9240119,10.645449,0.10090922,0.18203232,9.553646,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Private,0,1,0,1,0,-1.158248887773574,0.2777429361629978,3.841751112226426,0.369917274672269,1,1,0.026432855435054546,0.026432855435054546,0.008156115091403406,0.0069695705879317,0.04802886800804562,0.07302608855582503,0,0,0,0,0,0
555,403,11,4,3,7,0,0,0,1,274,4,0,0,0,0,Hakim,m,b,0.0,1.0,0.0,b,s,235.0,0.18953584,0.66560185,10.342871,0.17312811,0.13605343,9.4743185,1.0,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1,0,0,1,0,-0.16709231011458517,-0.5425166751855762,0.8329076898854149,-1.3578022774749445,0,1,0.055322655867895816,0.055322655867895816,0.040206920268498196,0.033481104175480725,0.07046341573920768,0.09430114426857572,0,0,0,0,0,1
3416,b,4,3,4,6,0,0,0,0,185,1,1,0,1,0,Aisha,f,b,0.0,1.0,0.0,c,a,1074.0,0.8321389,0.1387261,9.692643,0.21779244,0.1583671,9.240676,0.0,2,hsg,0.0,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,1,1,0,0,-0.3653236256463829,0.2777429361629978,1.6346763743536172,-0.8974155979390274,0,1,0.03822182636968442,0.03822182636968442,0.03409452673530628,0.013097497695613384,0.04066042320108677,0.016983948109923014,0,0,0,0,0,0
4682,b,9,4,5,7,0,0,1,1,34,1,0,1,1,1,Latonya,f,b,1.0,0.0,0.0,c,a,1305.0,0.45430297,0.27144918,9.895607,0.24814151,0.15117194,9.291091,1.0,,,0.0,5.6,63.0,,,0.0,0.014128224,0.9396875,10.694963,0.100396015,0.20592958,9.857234,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Private,1,1,1,0,0,-0.16709231011458517,1.0980025475115718,4.832907689885415,0.9390531046545418,1,1,0.11716521994636314,0.11716521994636314,0.04451969020389756,0.04161035908464813,0.1998531378159233,0.1307496605297493,1,1,0,0,1,1
3642,b,5,4,1,4,0,0,0,0,19,1,1,0,1,0,Tamika,f,b,0.0,1.0,0.0,c,a,1086.0,0.19882353,0.5691676,10.068281,0.13971142,0.2880133,9.647498,1.0,,,0.0,3311.8,5600.0,,,1.0,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Public,1,1,1,0,0,-0.7617862567099783,-2.1830358978827245,1.2382137432900215,-1.1250699299319364,0,1,0.03544892460973429,0.03544892460973429,0.030790869446395475,0.02154423857572637,0.03847219144285138,0.019695587435321977,0,0,0,0,0,0
2234,a,22b,4,5,10,0,1,0,0,13,1,0,0,1,0,Jamal,m,b,1.0,0.0,0.0,b,s,313.0,0.009224333,0.96591455,10.144078,0.17773129,0.1453947,9.593764,1.0,,,0.0,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1,0,0,1,0,0.42760163648080807,1.0980025475115718,2.427601636480808,-0.4421069339532093,0,1,0.030759630224356505,0.030759630224356505,0.03949804768639825,0.03141932394596756,0.025064539788749996,0.0278666338770522,0,0,0,0,0,0
3031,b,306,3,6,16,0,1,0,0,21,1,1,1,1,1,Carrie,f,w,1.0,0.0,0.0,b,a,1007.0,0.3424815,0.42279226,10.099547,0.19431803,0.27380133,9.654257,0.0,,,0.0,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,1,1,1,0,1.6169895296715942,1.9182621588601458,6.616989529671594,1.963497598622632,1,1,0.16512633183191444,0.16512633183191444,0.15517887274211417,0.14041032671103915,0.1708598255461305,0.2207733474633854,1,1,1,1,1,1
1107,b,15,4,6,10,0,0,0,0,25,1,1,1,1,1,Tyrone,m,b,1.0,0.0,0.0,c,a,628.0,0.51218235,0.2988992,9.66288,0.25743797,0.035784647,8.733272,1.0,some,hsg,1.0,,,,,,0.009895923,0.9563556,11.210184,0.0558949,0.41917762,10.712416,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1,0,1,0,0,0.42760163648080807,1.9182621588601458,4.427601636480809,0.7063207571115341,1,1,0.16795269273944274,0.16795269273944274,0.1291267230934689,0.0753273229344425,0.20200032385312067,0.12861343343022374,1,1,1,1,1,1
288,b,10,4,2,15,0,0,0,0,21,1,1,0,1,0,Kristen,f,w,0.0,1.0,0.0,c,a,467.0,0.51218235,0.2988992,9.66288,0.25743797,0.035784647,8.733272,1.0,,,0.0,,,,,0.0,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Private,0,1,1,0,0,1.4187582141397967,-1.3627762865341502,3.418758214139797,0.1270288960290633,0,1,0.05296252561913382,0.05296252561913382,0.05274235616450304,0.04059731384962884,0.05178750384586844,0.024394020569276094,0,0,0,0,0,0
1232,b,16,4,2,2,0,0,0,1,17,1,1,0,1,0,Meredith,f,w,0.0,1.0,0.0,c,a,654.0,0.052359965,0.78635854,10.435556,0.13011211,0.28431484,9.743378,1.0,,,0.0,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0,1,1,0,0,-1.158248887773574,-1.3627762865341502,1.841751112226426,-0.778510416392474,0,1,0.040670877867934545,0.040670877867934545,0.033446548326204674,0.02441789937390629,0.04746503400355608,0.022973870404836158,0,0,0,0,0,0
4458,b,8,4,3,5,0,1,0,0,263,4,1,1,0,0,Anne,f,w,1.0,0.0,0.0,c,s,1259.0,0.94876665,0.033041097,10.295766,0.18481998,0.100121,9.191259,1.0,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0,1,0,0,0,-0.5635549411781806,-0.5425166751855762,2.4364450588218194,-0.43702891840311037,0,1,0.06059065289673569,0.06059065289673569,0.037603481984328196,0.025750206449117668,0.08094955935498388,0.07412144530762858,0,0,0,0,1,0
